sID	Query	Preventer	DataSet	rating	justification	Cluster	Attention_Confirmation	Age	Sex	Technical_issues	Duration
71	test query: preventive strength	Sufficient preventer	0_120_60_60	100	Again, as none of the vaccinated mice died, and 50% of the unvaccinated mice died, the best estimate of how many of the mice would have survived if they had been vaccinated is all of them. However the confidence we have in this answer is higher than in the first experiment (where 25% died) and lower than in the second (where 100% died).	Equation_1	1	77	1	-99	1657
74	test query: preventive strength	Sufficient preventer	0_120_60_60	60	All the vaccinated mice stayed alive whereas what looks like just over half of the unvaccinated mice died	DeltaP	1	27	1	-99	728
78	test query: preventive strength	Sufficient preventer	0_120_60_60	100	All the vaccinated mice previously survived.	Equation_1	1	53	1	-99	687
8	test query: preventive strength	Sufficient preventer	0_120_60_60	100	Going by the results it's quite easy to see that all mice that are vaccinated have a 100% success rate where as only a small percentage lived that were unvaccinated	Equation_1	1	55	1	-99	986
81	test query: preventive strength	Sufficient preventer	0_120_60_60	91	Same reasons as before.	Equation_1	1	41	2	-99	288
82	test query: preventive strength	Sufficient preventer	0_120_60_60	100	All of the vaccinated mice survived in this study, suggesting that all of the other mice would also have survived had they been vaccinated.	Equation_1	1	56	2	no issues	1036
87	test query: preventive strength	Sufficient preventer	0_120_60_60	100	100% of mice vaccinated are alive. 55% of those not vaccinated died.	Equation_1	1	51	2	no	1234
95	test query: preventive strength	Sufficient preventer	0_120_60_60	100	The vaccine was 100% successful again.	Equation_1	1	38	1	-99	469
96	test query: preventive strength	Sufficient preventer	0_120_60_60	50	Approx 50% of unvaccinated mice died, as opposed to 0% vaccinated	Equation_1	1	32	1	-99	945
102	test query: preventive strength	Sufficient preventer	0_120_30_90	100	All mice survived with the control group	Equation_1	1	28	2	-99	486
109	test query: preventive strength	Sufficient preventer	0_120_30_90	86	I believe if they were vaccinated, a great number of them would not have died	Equation_1	1	26	2	-99	1819
110	test query: preventive strength	Sufficient preventer	0_120_30_90	100	They will all survive because they have been vaccinated	Equation_1	1	41	2	-99	1358
15	test query: preventive strength	Sufficient preventer	0_120_30_90	100	I would imagine that all the mice in the new group would survive if given the vaccine as it had the same effect in the previous group.	Equation_1	1	52	2	-99	1031
20	test query: preventive strength	Sufficient preventer	0_120_30_90	75	Just realised I should have put 25 for the first example	DeltaP	1	50	2	-99	465
27	test query: preventive strength	Sufficient preventer	0_120_30_90	100	simple, as the last one	Equation_1	1	26	3	-99	314
3	test query: preventive strength	Sufficient preventer	0_120_30_90	100	Because all of the vaccinated mice in the experiment survived.	Equation_1	1	52	2	-99	552
33	test query: preventive strength	Sufficient preventer	0_120_30_90	30	because that is how many survived	DeltaP	1	53	1	-99	2554
36	test query: preventive strength	Sufficient preventer	0_120_30_90	100	All vaccinated mice survived	Equation_1	1	40	1	no	712
37	test query: preventive strength	Sufficient preventer	0_120_30_90	100	None of the vaccinated mice died	Equation_1	1	23	2	-99	410
39	test query: preventive strength	Sufficient preventer	0_120_30_90	70	Based on the first experiment 70% survived so I assumed it would be the around the same for the new study.	Equation_1	1	42	2	-99	867
4	test query: preventive strength	Sufficient preventer	0_120_30_90	1	it does not help because the vaccinated sample is still equal to the unvaccinated sample	DeltaP	1	18	1	-99	633
49	test query: preventive strength	Sufficient preventer	0_120_30_90	99	none of the vaccinated group died in the animation shown	Equation_1	1	48	2	none	283
52	test query: preventive strength	Sufficient preventer	0_120_30_90	91	this cirus seems less leathal than before	Equation_1	1	19	1	-99	302
57	test query: preventive strength	Sufficient preventer	0_120_30_90	100	all the sample that had the vaccine survived	Equation_1	1	34	2	it timed out after the first experiment so I refreshed the page and it worked fine	612
62	test query: preventive strength	Sufficient preventer	0_120_30_90	100	With a vaccination they all did better	Equation_1	1	62	2	No	511
67	test query: preventive strength	Sufficient preventer	0_120_30_90	97	no vaccinated mouse died so it would suggest that the vaccine is effective against this strain	Equation_1	1	45	2	none	613
71	test query: preventive strength	Sufficient preventer	0_120_30_90	100	None of the vaccinated mice in the experiment died, so it appears the vaccine is 100% effective. Of course this may not be true, however my best guess is that is the case. In the unvaccinated group 25% died.	Equation_1	1	77	1	-99	1657
74	test query: preventive strength	Sufficient preventer	0_120_30_90	28	All the vaccinated mice stayed alive and what looks like roughly between a quarter and a third of the unvaccinated mice died	DeltaP	1	27	1	-99	728
78	test query: preventive strength	Sufficient preventer	0_120_30_90	100	All the vaccinated mice previously survived.	Equation_1	1	53	1	-99	687
8	test query: preventive strength	Sufficient preventer	0_120_30_90	100	Looking at the samples above there is a total  Immunity Of mice that have been vaccinated	Equation_1	1	55	1	-99	986
81	test query: preventive strength	Sufficient preventer	0_120_30_90	90	Same as before.	Equation_1	1	41	2	-99	288
82	test query: preventive strength	Sufficient preventer	0_120_30_90	100	At the end of the trial, all of the vaccinated mice were still alive.  The fact that 3/4 of the unvaccinated group were also still alive strengthens this prediction, rather than weakening it.	Equation_1	1	56	2	no issues	1036
87	test query: preventive strength	Sufficient preventer	0_120_30_90	100	the graph on the left clearly shows 100 mice who are alive after taking the vaccine verses the 100 on the right for which 30% died with no vaccine. .	Equation_1	1	51	2	no	1234
95	test query: preventive strength	Sufficient preventer	0_120_30_90	100	The vaccine was 100% successful again.	Equation_1	1	38	1	-99	469
96	test query: preventive strength	Sufficient preventer	0_120_30_90	100	"Still no infection of vaccinated sample; unvaccinated infections seemed sporadic and unconnected"	Equation_1	1	32	1	-99	945
100	test query: singular prevention	Necessary preventer	90_30_120_0	99	All unvaccinated mice died but lot majority of vaccinated also died so must be other factors as well	Equation_6	1	31	2	NA	312
101	test query: singular prevention	Necessary preventer	90_30_120_0	75	100% fatalities in the control group, but something helped 25% of the vaccinated mice to survive. Not a tremendous success rate but nevertheless, in the absence of other known factors, the vaccine seems likely to be the reason.	Equation_6	1	65	1	None at all, thank you.	1979
103	test query: singular prevention	Necessary preventer	90_30_120_0	80	because all of the unvaccinated mice died and some of the vaccinated mice survived	Equation_6	1	21	1	-99	523
13	test query: singular prevention	Necessary preventer	90_30_120_0	100	As all the unvaccinated mice died then the vaccine has kept some of the vaccinated mice alive	Equation_6	1	66	2	-99	677
14	test query: singular prevention	Necessary preventer	90_30_120_0	40	Inconclusive. The vaccine may be moving in the right direction, but should these results be replicated in subsequent trials, the current prototype should be discarded and re-engineered.	Equation_1	1	30	1	None of note.	529
16	test query: singular prevention	Necessary preventer	90_30_120_0	20	As a high percentage still died in the vaccinated group	Equation_1	1	69	1	-99	472
17	test query: singular prevention	Necessary preventer	90_30_120_0	21	Considering more than half died while having being vaccinated	Equation_1	1	39	2	-99	518
21	test query: singular prevention	Necessary preventer	90_30_120_0	100	the 100% death rate in the unvaccinated mice suggest that the addition of the vaccine was responsible for the survival of the mice that received the dose.	Equation_6	1	27	2	-99	724
22	test query: singular prevention	Necessary preventer	90_30_120_0	40	Watching the clip the mice seemed to have around a 40% extra chance of survival.	Equation_1	1	42	2	-99	360
24	test query: singular prevention	Necessary preventer	90_30_120_0	5	Although all the unvaccinated mice died again, majority of the vaccinated mice died also, so I don't think the vaccine was as effective for this strain. Other factors could have helped that mouse survive like having a stronger immune system or something.	Equation_1	1	23	2	n/a	1068
32	test query: singular prevention	Necessary preventer	90_30_120_0	25	Allowing for normal contraction of a virus it appears that the vaccine had little overall impact.	Equation_1	1	59	1	-99	493
35	test query: singular prevention	Necessary preventer	90_30_120_0	60	A lot more mice died than I had expected from the vaccine group. My (uneducated) assumption is that the vaccine would be more effective. As it wasn't, maybe those who survived was just chance.	Equation_1	1	30	1	n/a	400
38	test query: singular prevention	Necessary preventer	90_30_120_0	90	it was the only thing that differed between randomly selected groups - chances of this difference being from any other factor are incredibly low due to randomisation. this vaccination just isnt very effective	Equation_6	1	21	2	-99	542
46	test query: singular prevention	Necessary preventer	90_30_120_0	60	a great number of casualities, so caution is advised	Equation_1	1	33	1	-99	906
50	test query: singular prevention	Necessary preventer	90_30_120_0	100	Again, if every unvaccinated mouse died, then natural resistance is not a factor leaving the vaccine as the remaining influence.	Equation_6	1	54	1	-99	857
51	test query: singular prevention	Necessary preventer	90_30_120_0	99	Clearly the vaccination helps to prevent death from the disease but in this case the vaccination does not prevent all mice from dying.	Equation_6	1	55	2	-99	555
55	test query: singular prevention	Necessary preventer	90_30_120_0	98	no mice in the control group survived without the vaccine. however a large number of the vaccinated group also died so probably it was the vaccine that saved the rest but it could be chance	Equation_6	1	58	2	-99	444
60	test query: singular prevention	Necessary preventer	90_30_120_0	100	All of the mice that were not vacinated died so I concluded that any mouse that survived in the vacinated group was a result of being vacinated	Equation_6	1	29	1	-99	700
66	test query: singular prevention	Necessary preventer	90_30_120_0	35	The vaccine is obviously not effective as there was a large proportion of mice that died in the vaccinated group.	Equation_1	1	21	2	-99	532
69	test query: singular prevention	Necessary preventer	90_30_120_0	20	The Vaccine helped but I do not think it was only the vaccine that kept it alive this time. Might be a much more developed strain or a something to do with his immune system.	Equation_1	1	30	1	None.	529
72	test query: singular prevention	Necessary preventer	90_30_120_0	81	The vaccine is there to help with the bacteria therefore either way the mice would die without the vaccination	Equation_6	1	40	2	-99	331
76	test query: singular prevention	Necessary preventer	90_30_120_0	54	The Vaccine is not effective and seems under developed but has signs of improving	Equation_1	1	20	1	-99	366
80	test query: singular prevention	Necessary preventer	90_30_120_0	24	The vaccination didn't help much because there was still a lot of deaths	Equation_1	1	20	2	-99	386
84	test query: singular prevention	Necessary preventer	90_30_120_0	77	Same reasoning. Something in the vaccine is keeping the remaining mice alive. Without it, they would all certainly die.	Equation_6	1	32	2	-99	312
92	test query: singular prevention	Necessary preventer	90_30_120_0	40	Due to a higher level of vaccinated mice dying I would need to know more about the mice and if they were old or had any other health conditions	Equation_1	1	58	2	-99	623
94	test query: singular prevention	Necessary preventer	90_30_120_0	100	Although a fair few of the vaccinated mice did die, all of the control group died so the vaccination must have had some sort of effect to allow some of the vaccinated group to stay alive	Equation_6	1	25	2	-99	345
100	test query: singular prevention	Necessary preventer	60_60_120_0	95	Unvaccinated group all died so vaccination must have had an impact. However, some vaccinated still died so must be other issues	Equation_6	1	31	2	NA	312
101	test query: singular prevention	Necessary preventer	60_60_120_0	80	50% vaccinated survival vs 100% fatalities in the control group. Iin the absence of other known factors, the vaccine looks to be responsible.	Equation_6	1	65	1	None at all, thank you.	1979
103	test query: singular prevention	Necessary preventer	60_60_120_0	85	vaccinated mice survived and unvaccinated mice died	Equation_6	1	21	1	-99	523
13	test query: singular prevention	Necessary preventer	60_60_120_0	100	As all the unvaccinated mice died then the vaccine has kept some of the vaccinated mice alive.	Equation_6	1	66	2	-99	677
14	test query: singular prevention	Necessary preventer	60_60_120_0	80	While the results certainly suggest that the vaccine MAY be effective, the data is not yet sufficient to make medically backed claims.	Equation_1	1	30	1	None of note.	529
16	test query: singular prevention	Necessary preventer	60_60_120_0	51	About 50% still died	Equation_1	1	69	1	-99	472
17	test query: singular prevention	Necessary preventer	60_60_120_0	69	I would say that the fact approximately half of the mice remained alive proves that that vaccine more than likely prevented death	Equation_1	1	39	2	-99	518
21	test query: singular prevention	Necessary preventer	60_60_120_0	100	The animation suggests there is a 100% mortality rate in unvaccinated mice, therefore the only variable that could be accountable is the addition of the vaccine.	Equation_6	1	27	2	-99	724
22	test query: singular prevention	Necessary preventer	60_60_120_0	50	From the videos it looks as if the mice have a 50% chance of survival if vaccinated.	Equation_1	1	42	2	-99	360
24	test query: singular prevention	Necessary preventer	60_60_120_0	30	All the unvaccinated mice died and most of the vaccinated mice lived. It seems the vaccine was slightly effective but not really convincing.	Equation_1	1	23	2	n/a	1068
32	test query: singular prevention	Necessary preventer	60_60_120_0	50	It appears as though the vaccine has some effect, but limited	Equation_1	1	59	1	-99	493
35	test query: singular prevention	Necessary preventer	60_60_120_0	66	I'd say in all these experiments it is more than likely the vaccine saved them, but in this case it looks like about 50% of recipients survived. That doesn't seem a completely convincing number.	Equation_1	1	30	1	n/a	400
38	test query: singular prevention	Necessary preventer	60_60_120_0	100	there is still a significant-looking difference between vaccinated and unvaccinated groups - chances of this difference being from any other factor are incredibly low due to randomisation	Equation_6	1	21	2	-99	542
46	test query: singular prevention	Necessary preventer	60_60_120_0	75	it looks like the vaccine has saved a lot of rats, but it's still significant that vaccinated rats, died. Confident but with precautions	Equation_1	1	33	1	-99	906
50	test query: singular prevention	Necessary preventer	60_60_120_0	100	Given every unvaccinated mouse died after being exposed, this suggests that natural immunity is not a factor.	Equation_6	1	54	1	-99	857
51	test query: singular prevention	Necessary preventer	60_60_120_0	99	As before the vaccination does have some effect against the disease but some deaths still occur.	Equation_6	1	55	2	-99	555
55	test query: singular prevention	Necessary preventer	60_60_120_0	95	all the control group died but about half of the vaccinated group also died so probably the vaccine saved the rest but there is a small probability that it was chance	Equation_6	1	58	2	-99	444
60	test query: singular prevention	Necessary preventer	60_60_120_0	100	As all the mice in the unvacinated group died I concluded that the vacine prevented the mouse from dying	Equation_6	1	29	1	-99	700
66	test query: singular prevention	Necessary preventer	60_60_120_0	44	Many mice died in the vaccinated group and at the same rate as the unvaccinated group. Maybe the vaccine takes longer to work or the mice already had resistance to that particular strain. I don't think the vaccine worked that effectively as there were still a large proportion of mice who died.	Equation_1	1	21	2	-99	532
69	test query: singular prevention	Necessary preventer	60_60_120_0	79	The unvaccinated control sample died off so much faster, so I think the vaccine helped the mouse stay alive.	Equation_1	1	30	1	None.	529
72	test query: singular prevention	Necessary preventer	60_60_120_0	95	The vaccine must have helped the mice survive	Equation_6	1	40	2	-99	331
76	test query: singular prevention	Necessary preventer	60_60_120_0	82	Clearly the vaccination helped with saving the lives of the mice but a lot still died so it mustn't be an effective vaccine.	Equation_1	1	20	1	-99	366
80	test query: singular prevention	Necessary preventer	60_60_120_0	39	There was still a high number of deaths with the vaccination compered with the no vaccinations.	Equation_1	1	20	2	-99	386
84	test query: singular prevention	Necessary preventer	60_60_120_0	82	Again, even though many mice died with the vaccine, some survived. Meanwhile, death was certain for mice that did not receive the vaccine. So even though it didn't keep a majority of mice alive, it kept several from dying.	Equation_6	1	32	2	-99	312
92	test query: singular prevention	Necessary preventer	60_60_120_0	50	The same vaccine doesn't seem to work as well on the different strains of infection	Equation_1	1	58	2	-99	623
94	test query: singular prevention	Necessary preventer	60_60_120_0	100	Same for the previous version, as every member of the control group died the vaccination must have had some sort of effect	Equation_6	1	25	2	-99	345
100	test query: singular prevention	Necessary preventer	30_90_120_0	100	All unvaccinated group died	Equation_6	1	31	2	NA	312
101	test query: singular prevention	Necessary preventer	30_90_120_0	90	75% survival rate in the vaccinated group vs. 100% fatalities in the unvaccinated controls. On the information available and in the absence of any other factors, it seems almost certain that the vaccination succeeded.	Equation_6	1	65	1	None at all, thank you.	1979
103	test query: singular prevention	Necessary preventer	30_90_120_0	93	because some of the vaccinated mice survived and all of the unvaccinated mice died	Equation_6	1	21	1	-99	523
13	test query: singular prevention	Necessary preventer	30_90_120_0	100	As all the unvaccinated mice died then the vaccine has kept some of the vaccinated mice alive	Equation_6	1	66	2	-99	677
14	test query: singular prevention	Necessary preventer	30_90_120_0	100	Although some of the test subjects died, 90% of them survived in the face of 100% mortality in the control group. This disease appears to have a 0% survival rate if not vaccinated. The strain used in this test must be slightly more aggressive than the last.	Equation_1	1	30	1	None of note.	529
16	test query: singular prevention	Necessary preventer	30_90_120_0	50	About half still died	Equation_1	1	69	1	-99	472
17	test query: singular prevention	Necessary preventer	30_90_120_0	62	moe survived than died so this would lead me to believe that the vaccine prevented death	Equation_1	1	39	2	-99	518
21	test query: singular prevention	Necessary preventer	30_90_120_0	100	The only difference between the two groups was the addition of the vaccine, meaning this must be responsible for the increased survival in the vaccinated group. Because more survived in the vaccinated group than in the previous experiments, it shows the vaccine was more effective against this strain.	Equation_6	1	27	2	-99	724
22	test query: singular prevention	Necessary preventer	30_90_120_0	75	The mice have a 75% chance of survival from the videos.	Equation_1	1	42	2	-99	360
24	test query: singular prevention	Necessary preventer	30_90_120_0	99	All the mice in the unvaccinated sample died while majority of the mice that were vaccinated survived. If some of the unvaccinated mice lived, I would have probably been slightly less confident that the vaccine prevented the mouse from dying, but that wasn't the case. I left 1% for any margin of error.	Equation_1	1	23	2	n/a	1068
32	test query: singular prevention	Necessary preventer	30_90_120_0	90	The spread, speed and number that died compared to how few died when vaccinated.	Equation_1	1	59	1	-99	493
35	test query: singular prevention	Necessary preventer	30_90_120_0	85	In this case the vaccine seems mostly effective	Equation_1	1	30	1	n/a	400
38	test query: singular prevention	Necessary preventer	30_90_120_0	100	the only difference between the samples was the vaccination, and all of those without it died, therefore any protection was due to the vaccination - it being the only difference between the samples	Equation_6	1	21	2	-99	542
46	test query: singular prevention	Necessary preventer	30_90_120_0	90	Better than the last one, but still caused a couple of deaths	Equation_1	1	33	1	-99	906
50	test query: singular prevention	Necessary preventer	30_90_120_0	100	If every mouse unvaccinated mouse died, natural resistance is not a factor.	Equation_6	1	54	1	-99	857
51	test query: singular prevention	Necessary preventer	30_90_120_0	99	This time the vaccination seems a bit more effective but quite a few mice still died.	Equation_6	1	55	2	-99	555
55	test query: singular prevention	Necessary preventer	30_90_120_0	100	No mice in the control group survived without the vaccine	Equation_6	1	58	2	-99	444
60	test query: singular prevention	Necessary preventer	30_90_120_0	100	As all the mice from the unvacinated group died I concluded that the vacine prevented the mouse from dying	Equation_6	1	29	1	-99	700
66	test query: singular prevention	Necessary preventer	30_90_120_0	76	There were a lot less deaths in the vaccinated group however there were still quite a few deaths. So either the vaccine did not work for them or there was a new bacteria strain. The vaccine must have had an impact though because every mouse died in the non-vaccinated group .	Equation_1	1	21	2	-99	532
69	test query: singular prevention	Necessary preventer	30_90_120_0	100	The vaccine kept the mouse from dying form what I observed from the simulation.	Equation_1	1	30	1	None.	529
72	test query: singular prevention	Necessary preventer	30_90_120_0	93	There are more survived after taking the vaccine	Equation_6	1	40	2	-99	331
76	test query: singular prevention	Necessary preventer	30_90_120_0	82	The vaccine helped prevent the spread of the virus more but it didn't prevent the death to a lot of the mice.	Equation_1	1	20	1	-99	366
80	test query: singular prevention	Necessary preventer	30_90_120_0	88	Less died with the vaccinations	Equation_1	1	20	2	-99	386
84	test query: singular prevention	Necessary preventer	30_90_120_0	87	If any mouse did not receive the vaccine, it certainly led to death. So I concluded there must be something in the vaccine that keeps the mice alive despite the bacteria.	Equation_6	1	32	2	-99	312
92	test query: singular prevention	Necessary preventer	30_90_120_0	50	Without knowing more about the mice it's difficult to know what the others died from	Equation_1	1	58	2	-99	623
94	test query: singular prevention	Necessary preventer	30_90_120_0	100	A majority of the vaccinated group survived opposed to 0 of the control group	Equation_6	1	25	2	-99	345
100	test query: singular prevention	Necessary preventer	0_120_120_0	100	All vaccinated mice survived	Equation_6	1	31	2	NA	312
101	test query: singular prevention	Necessary preventer	0_120_120_0	100	In the absence of other known factors, the issue seems absolutely clear that the vaccine works.	Equation_6	1	65	1	None at all, thank you.	1979
103	test query: singular prevention	Necessary preventer	0_120_120_0	100	because all of the vaccinated mice survived and all of the unvaccinated mice died	Equation_6	1	21	1	-99	523
13	test query: singular prevention	Necessary preventer	0_120_120_0	100	All the vaccinated mice survived and none of the unvaccinated mice survived. I conclude that the vaccine kept the mice alive.	Equation_6	1	66	2	-99	677
14	test query: singular prevention	Necessary preventer	0_120_120_0	100	100% efficacy of the vaccine with 100% mortality in the control. Researchers would drop to their knees if they achieved this kind of result.	Equation_1	1	30	1	None of note.	529
16	test query: singular prevention	Necessary preventer	0_120_120_0	100	Because they all lived	Equation_1	1	69	1	-99	472
17	test query: singular prevention	Necessary preventer	0_120_120_0	100	Considerating no mice died we can be 100% sure that the vaccine prevented death	Equation_1	1	39	2	-99	518
21	test query: singular prevention	Necessary preventer	0_120_120_0	100	The vaccine was the only variable to differ between the two groups and so is accountable for the difference in survival. This vaccine was 100% effective with this sample against this strain of the bacteria.	Equation_6	1	27	2	-99	724
22	test query: singular prevention	Necessary preventer	0_120_120_0	100	There were no deaths so I am 100% certain.	Equation_1	1	42	2	-99	360
24	test query: singular prevention	Necessary preventer	0_120_120_0	100	All the unvaccinated mice died while all the vaccinated mice lived. The vaccine seems to be very effective so I'm sure that it prevented the mouse from dying from the disease.	Equation_1	1	23	2	n/a	1068
32	test query: singular prevention	Necessary preventer	0_120_120_0	10	No vaccine is 100 percent effective	Equation_1	1	59	1	-99	493
35	test query: singular prevention	Necessary preventer	0_120_120_0	100	100% without vaccine died, 100% with vaccine survived	Equation_1	1	30	1	n/a	400
38	test query: singular prevention	Necessary preventer	0_120_120_0	100	it was the only thing that differed between randomly selected groups - chances of this difference being from any other factor are incredibly low due to randomisation	Equation_6	1	21	2	-99	542
46	test query: singular prevention	Necessary preventer	0_120_120_0	99	Best of them all, but not sure which company made it so not totally sure.	Equation_1	1	33	1	-99	906
50	test query: singular prevention	Necessary preventer	0_120_120_0	100	100% of the vaccinated group survived while 100% of the unvaccinated group died. Assuming all other conditions were equal, it would be logical to conclude that the only difference between the groups is the vaccine.	Equation_6	1	54	1	-99	857
51	test query: singular prevention	Necessary preventer	0_120_120_0	99	Because all the mice in the unvaccinated group died so it must be the vaccine that prevented the other group from dying.	Equation_6	1	55	2	-99	555
55	test query: singular prevention	Necessary preventer	0_120_120_0	100	all the control group died and none of the vaccinated group so it was definitely the vaccine working	Equation_6	1	58	2	-99	444
60	test query: singular prevention	Necessary preventer	0_120_120_0	100	All the unvacinated mice died so I concluded that it was the vacine that prevented the death of the mouse	Equation_6	1	29	1	-99	700
66	test query: singular prevention	Necessary preventer	0_120_120_0	92	All the mice in the vaccinated group survived and all the mice in the non-vaccinated group did not. If the only different factor was the vaccine then surely that would prevent the mice from dying.	Equation_1	1	21	2	-99	532
69	test query: singular prevention	Necessary preventer	0_120_120_0	100	It clearly shows the Vaccinated mouse is saved because of the vaccine.	Equation_1	1	30	1	None.	529
72	test query: singular prevention	Necessary preventer	0_120_120_0	85	The vaccine had to have helped as the bacteria would have killed the mice anyway	Equation_6	1	40	2	-99	331
76	test query: singular prevention	Necessary preventer	0_120_120_0	100	All of the vaccinated ones lived this time.	Equation_1	1	20	1	-99	366
80	test query: singular prevention	Necessary preventer	0_120_120_0	99	There ware no deaths in the vaccinated sample.	Equation_1	1	20	2	-99	386
84	test query: singular prevention	Necessary preventer	0_120_120_0	100	This was easy to interpret - if you get the vaccine, you live, if you don't, you die. Very simple and straightforward.	Equation_6	1	32	2	-99	312
92	test query: singular prevention	Necessary preventer	0_120_120_0	80	As none of the vaccinated mice died I would say that would be down to the vaccine more than any other factor	Equation_1	1	58	2	-99	623
94	test query: singular prevention	Necessary preventer	0_120_120_0	100	All of the vaccinated group survived opposed to the control group	Equation_6	1	25	2	-99	345
104	test query: singular prevention	Sufficient preventer	0_120_120_0	100	because all of the other group died and none of this one.,	Equation_1	1	21	2	-99	855
105	test query: singular prevention	Sufficient preventer	0_120_120_0	100	All the unvaccinated mice died. The vaccine is the only differentiating factor, therefore it must be the reason the vaccinated mice survived	Equation_1	1	26	2	None	450
112	test query: singular prevention	Sufficient preventer	0_120_120_0	100	I'm 100% confident that the vaccine played a part in the survival of the mice. Without the vaccine it would have died just like the mice that was not vaccinated.	Equation_1	1	35	2	No technical issues during the course of the study.	1575
113	test query: singular prevention	Sufficient preventer	0_120_120_0	100	all the ones that were not vaccinated have died making the only difference between the death and survival of the vaccinated mice being the vaccine!	Equation_6	1	32	1	I had to reload one of the animations, it's probably because my internet was slow at that particular moment a little bit.	796
19	test query: singular prevention	Sufficient preventer	0_120_120_0	100	All the unvaccinated mice died, therefore this vaccine worked against the deadlier strain	Equation_6	1	37	2	-99	339
23	test query: singular prevention	Sufficient preventer	0_120_120_0	100	Since 100% died without the vaccine, it can be assumed that the vaccine was 100% effective.	Equation_6	1	60	2	N/A	1270
25	test query: singular prevention	Sufficient preventer	0_120_120_0	98	They all died in contol sample, they all lived in vaccinated sample, however at greater numbers, some may survive in control group, so it is near certain, but not certain that the mouse survived due to vaccination.	Equation_6	1	38	1	Not a technical issue, but I've just realised that on all but the last question, I got my rating the wrong way around. I meant 70%, not 30% for example. Wish I had a back pedal button to check.	804
29	test query: singular prevention	Sufficient preventer	0_120_120_0	100	Since all of the non-vaccinated mice died, it must be the presence of the vaccine that prevent death in the vaccinated group (as the disease is 100% fatal to those unvaccinated)	Equation_1	1	21	1	-99	910
31	test query: singular prevention	Sufficient preventer	0_120_120_0	99	the bacteria killed every unvaccinated mouse, therefore proving its effectiveness for saving the vaccinated mice	Equation_1	1	60	2	-99	600
34	test query: singular prevention	Sufficient preventer	0_120_120_0	63	I'm not sure why all the mice in the control group died. One would expect some to survive the infection or be naturally immune to it. There could be another factor which caused all the control mice to die, meaning the efficacy of the vaccine is in question.	Equation_1	1	22	1	-99	413
42	test query: singular prevention	Sufficient preventer	0_120_120_0	100	You can see that all mice in both groups were alive prior to being exposed to the virus. Once exposed ALL unvaccinated mice died and no vaccinated mice died. There can be no reasonable explanation for this happening apart from the vaccination itself	Equation_1	1	52	1	-99	979
45	test query: singular prevention	Sufficient preventer	0_120_120_0	100	All of the mice died in the control group, which indicates there was no natural immunity.	Equation_6	1	28	1	-99	369
48	test query: singular prevention	Sufficient preventer	0_120_120_0	99	This looks like it could only have been the vaccine! 1% left for chance.	Equation_1	1	54	2	None	650
54	test query: singular prevention	Sufficient preventer	0_120_120_0	100	All the unvaccinated mice died.	Equation_1	1	19	1	-99	978
56	test query: singular prevention	Sufficient preventer	0_120_120_0	75	whilst its 50/50 if the mouse caught the disease, if it had caught the disease then it would have died without the vaccine	Equation_6	1	37	2	-99	653
59	test query: singular prevention	Sufficient preventer	0_120_120_0	100	None of the vaccinated samples died	Equation_6	1	19	1	-99	1735
64	test query: singular prevention	Sufficient preventer	0_120_120_0	100	All mice in the vaccinated group survived, while all un-vaccinated survived	Equation_6	1	28	1	-99	1718
68	test query: singular prevention	Sufficient preventer	0_120_120_0	100	That strain seemed to be particularly deadly! And all the vaccinated mice are fine this is definitely a 100%.	Equation_1	1	33	1	-99	442
7	test query: singular prevention	Sufficient preventer	0_120_120_0	100	In this example, all the vaccinated mice lived, and all the control group mice died, so I am 100% sure that the vaccine prevented the mouse from dying.	Equation_1	1	51	2	Not applicable.	880
73	test query: singular prevention	Sufficient preventer	0_120_120_0	100	As not a single mouse died after vaccination, and all unvaccinated mice died,  it is certain that the vaccine prevented this	Equation_1	1	62	2	-99	679
75	test query: singular prevention	Sufficient preventer	0_120_120_0	100	None of the vaccinated mice died	Equation_1	1	20	1	No. Everything was alright. Thank You!	773
83	test query: singular prevention	Sufficient preventer	0_120_120_0	100	The unvaccinated group quickly all died whilst the vaccinated remained totally healthy. Assuming this was the only factor differnce between the two, the vaccination certainly had effect	Equation_6	1	20	2	-99	396
86	test query: singular prevention	Sufficient preventer	0_120_120_0	100	All of the unvaccinated mice died.  None of the vaccinated mice died.  Therefore, the vaccine protected the mice from dying.	Equation_1	1	51	1	-99	330
89	test query: singular prevention	Sufficient preventer	0_120_120_0	100	The bacteria have a 100% mortality rate which was 0% in the vaccinated group. We can therefore be pretty certain that differences were due to the vaccination.	Equation_6	1	21	1	-99	635
90	test query: singular prevention	Sufficient preventer	0_120_120_0	100	the mice on the left had the vaccine therefore survived they had the cure to say	Equation_1	1	19	1	-99	425
98	test query: singular prevention	Sufficient preventer	0_120_120_0	100	Because none of the mice died in the vaccinated sample whereas all of the mice in the control group died.	Equation_1	1	37	2	-99	897
104	test query: singular prevention	Sufficient preventer	0_120_90_30	96	Because none of that group died	Equation_1	1	21	2	-99	855
105	test query: singular prevention	Sufficient preventer	0_120_90_30	95	75% of the unvaccinated mice died. It seems obvious that the vaccine has been effective if none of the vaccinated mice have died	Equation_1	1	26	2	None	450
